FID,Shape *,KEYFIELD1,CALYEAR,CRASHNUM,CASENUMBER,AGENCY,DISTRICT,DOTCOUNTY,CRASHDATE,CRASHTIME,DAYOFWEEK,DHSCNTYCTY,TOWNNAME,INTOWNFLAG,ONROADNAME,INROADNAME,REFDIST,REFMEAS,REFDIRECT,ROADWAYID,LOCMILEPT,LOCNODE,SRROUTEID,USROUTEID,SIDEOFROAD,CRASHLANE,ROADCATGRY,SKIDNUMBER,SKIDTESTDT,RCIFEDHWY,RCIFUNCLAS,RCIACC,RCIPLACECD,RCILANDUSE,RCISURFWTH,RCISLDTYP1,RCISLDTYP2,RCISLDTYP3,RCISLDWTH1,RCISLDWTH2,RCISLDWTH3,RCIMEDWDTH,RCIAADT,RCIAVGTFCT,RCIHZDGCRV,RCIMAXSPD,RCITYPPARK,HIGHESTINJ,CRSHALCDRG,SITELOCA,LIGHTCOND,WEATHCOND,RDSURFCOND,DIV_UNDIV,TRAFCNTL1,TRAFCNTL2,CNTOFLANES,RDSURFTYPE,ROADCOND1,ROADCOND2,VISIBLTY1,VISIBLTY2,CRSHEVENT1,CRSHCAUSE1,CNTOFINJ,CNTOFFATL,CNTOFSVINJ,CNTOFPEDES,CNTOFDRVRS,CNTOFCYCLS,CNTOFVEH,CNTOFPERS,CNTNONTFTL,TOTCRSHDMG,TOTVEHDMG,TOTOTHRDMG,WORKZONE,FLAG_CMV,FLAG_INT,FL_LANEDEP,FL_AGGRSV,FL_VRU_PED,FL_VRU_BIK,FLELDERPED,FLPED5064,FLPED6569,FLPED7074,FLPED7579,FLPED80UP,FLMINORPED,FLELDERBIK,FLBIK5064,FLBIK6569,FLBIK7074,FLBIK7579,FLBIK80UP,FLMINORBIK,FL_VRU_MOT,FLMOT5064,FLMOT6569,FLMOT7074,FLMOT7579,FLMOT80UP,FL_AR_TEEN,FL_AR_AG,FL_AG5064,FL_AG6569,FL_AG7074,FL_AG7579,FL_AG80UP,FLAG_IMP,FL_IMP_PED,FLAG_DIST,FLAG_MIN,FLNOBTKID,FLNOBTMIN,FLNOBTTEEN,FL_NOBELT,LATITUDE,LONGITUDE,XCOORDINAT,YCOORDINAT,COORDSYS,MAPSOURCE,MAPVERSION,DTPUBLISHE,DTCARXTRCT,DTCOORDXTR,LINESEGID
366,Point M,2.00506E+12,2005,55329700,FHPE05OFF006474,F,6,87,2/4/2005,849,5,166,MIAMI,Y,I 95,62ND ST NW,900,FT,N,87270000,6.404,7517,SR    9A,I    95,L,2,1,45,11/17/2004,5,11,1,1370,4,55,7, , ,10,0,0,24,208000,6.47, ,55,0,2,0,1,1,3,2,1,3,0,0,4,1,0,1,0,1,2,1,0,0,0,3,0,3,3,0,4600,4600,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.83495,-80.20586,579588.3344,2857645.671,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
408,Point M,2.00506E+12,2005,55326200,FHPE05OFF007850,F,6,87,2/11/2005,1200,5,100,OPA LOCKA,N,SR 9A,135TH ST NW,1320,FT,N,87270000,11.045,2268,SR    9A,I    95,L,4,1,38,11/17/2004,5,11,1,1502,4,60,1, , ,10,0,0,22,258000,6.47,0D2400,55,0,2,0,1,1,1,1,2,3,0,0,4,1,0,1,0,1,2,3,0,0,0,4,0,4,10,0,8000,8000,0,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,25.90184,-80.2099,579138.0928,2865051.753,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
409,Point M,2.00506E+12,2005,55326320,FHPE05OFF009346,F,6,87,2/18/2005,1325,5,100,OPA LOCKA,N,SR 9A,151ST ST NW,1320,FT,N,87270000,12.059,2291,SR    9A,I    95,L,4,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,258000,6.47, ,55,0,1,0,1,1,1,1,2,3,0,0,4,1,0,1,0,1,2,0,0,0,0,2,0,2,2,0,3000,3000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.91651,-80.21011,579108.0665,2866676.345,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
433,Point M,2.00506E+12,2005,55206730,FHPE05OFF014850,F,6,87,3/16/2005,1000,3,166,MIAMI,Y,SR 9A,103RD ST NW,0.027,MI,S,87270000,8.881,2263,SR    9A,I    95,L,1,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,189500,6.47, ,55,0,2,0,1,1,1,1,2,1,0,0,4,1,0,1,0,1,2,2,0,0,0,3,0,3,3,0,3000,3000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,25.87056,-80.2084,579309.5229,2861588.906,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
469,Point M,2.00506E+12,2005,55206520,FHPE05OFF010061,F,6,87,2/22/2005,700,2,166,MIAMI,Y,SR 9A,SR 860,500,FT,N,87270000,14.495,2277,SR    9,I    95,L,2,1,39,11/17/2004,5,11,1, ,4,48,1, , ,8,0,0,26,177500,6.47,2D0000,55,0,2,0,1,1,1,1,2,1,0,0,2,1,0,1,0,1,2,1,0,0,0,3,0,3,3,0,4500,4500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,25.94261,-80.18818,581286.5962,2869579.862,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
509,Point M,2.00506E+12,2005,55206950,FHPE05OFF018214,F,6,87,4/1/2005,1220,5,166,MIAMI,Y,SR 9A,SB EXIT TO HOV FLYOVER  L,0,FT, ,87270000,13.613,7551,SR    9A,I    95,L,X,1,39,11/17/2004,5,11,1, ,4,36,1, , ,10,0,0,22,168000,6.47, ,55,0,1,0,8,1,1,1,2,1,0,0,4,1,0,1,0,1,2,0,0,0,0,2,0,2,2,0,10000,10000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.93536,-80.19962,580145.5822,2868770.317,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
518,Point M,2.00505E+12,2005,54316020,FHPE05OFF005333,F,6,87,1/29/2005,845,6,166,MIAMI,Y,SR 9A,SR 112,1,MI,S,87270000,3.818,7882,SR    9A,I    95,M,M,1,45,11/17/2004,5,11,1,1370,4,36,1,6, ,10,2,0,10,213000,6.47,0D1500,55,0,4,0,1,1,1,1,1,1,0,0,4,1,0,1,0,20,2,1,0,1,0,1,0,1,1,0,5000,5000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.79759,-80.20537,579661.7347,2853509.395,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
651,Point M,2.00506E+12,2005,55325060,FHPE05OFF025857,F,6,87,5/10/2005,850,2,100,OPA LOCKA,N,SR 9A,SR 826,0.25,MI,S,87270000,12.546,2855,SR    9A,I    95,L,1,1,40,11/17/2004,5,11,1, ,6,36,1, , ,8,0,0,100,168000,6.47,4D0000,55,0,1,0,1,1,1,1,2,3,0,0,4,1,0,1,0,1,2,0,0,0,0,3,0,3,3,0,5500,5500,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.92353,-80.21024,579090.2704,2867453.917,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
663,Point M,2.00507E+12,2005,65615240,FHPE05OFF039471,F,6,87,7/13/2005,1320,3,100,NMB,N,SR 9A,SR 7,0.25,MI,S,87270000,12.402,8122,SR    9A,I    95,M,M,1,40,11/17/2004,5,11,1, ,6,36,1, , ,8,0,0,100,168000,6.47, ,55,0,1,0,1,1,1,1,2,3,0,0,2,1,0,1,0,77,5,0,0,0,0,2,0,2,2,0,3000,3000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.92147,-80.21037,579078.1822,2867225.183,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
691,Point M,2.00506E+12,2005,55320620,FHPE05OFF014855,F,6,87,3/16/2005,1030,3,100,MIAMI,N,SR 9A,151ST ST NW,0.5,MI,N,87270000,12.309,2844,SR    9A,I    95,L,1,1,40,11/17/2004,5,11,1, ,6,36,1, , ,8,0,0,100,168000,6.47, ,55,0,2,0,1,1,1,1,1,1,0,0,4,1,0,1,0,1,2,1,0,0,0,2,0,2,2,0,1500,1500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.92012,-80.21031,579085.6928,2867076.281,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
732,Point M,2.00506E+12,2005,55316920,FHPE05OFF023577,F,6,87,4/29/2005,915,5,100,MIAMI,N,SR 9A,79TH ST NW,0.75,MI,S,87270000,6.48,7517,SR    9A,I    95,L,3,1,45,11/17/2004,5,11,1,1370,4,55,7, , ,10,0,0,24,208000,6.47, ,55,0,1,0,1,1,1,1,2,3,0,0,4,1,0,1,0,1,2,0,0,0,0,3,0,3,3,0,5000,5000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,25.83605,-80.2059,579583.5797,2857767.419,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
733,Point M,2.00506E+12,2005,55325270,FHPE05OFF028502,F,6,87,5/23/2005,1215,1,100,MIAMI,N,SR 9A,69TH ST NW,0.026,MI,N,87270000,6.636,2257,SR    9A,I    95,L,2,1,45,11/17/2004,5,11,1,1370,4,55,7, , ,10,0,0,24,208000,6.47,0D2400,55,0,2,0,1,1,1,1,2,3,0,0,4,1,0,1,0,1,2,1,0,0,0,2,0,2,2,0,6000,6000,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.8383,-80.20594,579578.0329,2858017.355,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
742,Point M,2.00507E+12,2005,65531730,FHPE05OFF039638,F,6,87,7/14/2005,953,4,166,MIAMI,Y,SR 9A,SR 836,0.168,MI,N,87270000,3.59,2252,SR    9A,I    95,L,3,1,45,11/17/2004,5,11,1,1370,4,36,1,6, ,10,2,0,10,213000,6.47,2D0000,55,0,2,0,1,1,1,1,1,1,0,0,2,1,0,1,0,1,2,1,0,0,0,2,0,2,3,0,5001,5001,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.79429,-80.20528,579673.3462,2853144.08,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
799,Point M,2.00506E+12,2005,55207380,FHPE05OFF00482,F,6,87,1/4/2005,230,2,100,NORTH MIAMI BEACH,N,SR 9A,SR 826,0, , ,87270000,12.672,2290,SR    9A,I    95,M,M,1,40,11/17/2004,5,11,1, ,6,48,1, , ,8,0,0,20,168000,6.47,4D0000,55,0,1,0,2,4,3,2,1,3,0,0,2,1,0,1,0,77,5,0,0,0,0,2,0,2,2,0,801,801,0,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.9251,-80.20924,579189.0136,2867628.439,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
880,Point M,2.00506E+12,2005,55206590,FHPE05OFF012871,F,6,87,3/7/2005,750,1,166,MIAMI,Y,SR 9A,151ST ST NW,2640,FT,N,87270000,12.309,2844,SR    9A,I    95,L,1,1,40,11/17/2004,5,11,1, ,6,36,1, , ,8,0,0,100,168000,6.47, ,55,0,2,0,1,1,1,1,2,1,0,0,1,1,0,1,0,1,2,1,0,0,0,2,0,2,2,0,550,550,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.92012,-80.21031,579085.6928,2867076.281,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
900,Point M,2.00506E+12,2005,55325250,FHPE05OFF027887,F,6,87,5/20/2005,1030,5,100,AVENTURA,N,SR 9A,SR 860,0.25,MI,N,87270000,14.65,2285,SR    9,I    95,L,S,1,39,11/17/2004,5,11,1, ,4,48,1, , ,8,0,0,26,177500,6.47,2D0000,55,0,1,0,1,1,1,1,2,3,0,0,4,1,0,1,0,77,5,0,0,0,0,2,0,2,2,0,1000,500,500,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,25.94446,-80.1868,581423.2534,2869785.667,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
923,Point M,2.00506E+12,2005,55207000,FHPE05OFF019852,F,6,87,4/9/2005,1145,6,100,MIAMI,Y,SR 9A,151ST ST NW,1,MI,N,87270000,12.809,2854,SR    9A,I    95,L,2,1,40,11/17/2004,5,11,1, ,6,48,1, , ,8,0,0,20,168000,6.47, ,55,0,4,0,1,1,1,1,2,1,0,0,1,1,0,1,0,1,2,2,0,1,0,2,0,2,4,0,1500,1500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,25.92647,-80.20765,579346.977,2867780.236,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
929,Point M,2.00507E+12,2005,72576040,FHPE05OFF056194,F,6,87,10/2/2005,1200,7,166,MIAMI,Y,SR 9A,79TH ST NW,500,FT,S,87270000,7.155,2258,SR    9A,I    95,L,5,1,45,11/17/2004,5,11,1,1370,4,55,7, , ,10,0,0,24,208000,6.47,3D0000,55,0,2,0,1,1,3,2,2,1,0,0,1,1,0,1,0,2,2,1,0,0,0,2,0,2,3,0,4000,4000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,25.84562,-80.20725,579441.9258,2858827.3,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
938,Point M,2.00507E+12,2005,72799050,FHPE05OFF063181,F,6,87,11/7/2005,715,1,100,MIAMI GARDENS,N,SR 9A,SR 860,1,MI,N,87270000,15.4,7904,SR    9,I    95,L,2,1,39,11/17/2004,5,11,1, ,4,48,1, , ,10,0,0,25,177500,6.47, ,55,0,2,0,1,1,2,2,1,1,0,0,4,1,0,1,0,1,2,1,0,0,0,2,0,2,2,0,301,301,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.95255,-80.17903,582195.6351,2870687.13,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
947,Point M,2.00507E+12,2005,72576030,FHPE05OFF056191,F,6,87,10/2/2005,1200,7,166,MIAMI,Y,SR 9A,SR 112,500,FT,N,87270000,4.949,7799,SR    9A,I    95,L,3,1,45,11/17/2004,5,11,1,1370,4,36,7, , ,10,0,0,14,194500,6.47, ,55,0,1,0,1,1,1,2,2,1,0,0,1,1,0,1,0,1,2,0,0,0,0,2,0,2,4,0,8001,8001,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,25.81395,-80.20595,579592.8057,2855320.813,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
968,Point M,2.00507E+12,2005,72576470,FHPE05OFF073145,F,6,87,12/24/2005,1145,6,166,MIAMI,Y,SR 9A,95TH ST NW,0.042,MI,N,87270000,8.147,2260,SR    9A,I    95,L,S,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,291000,6.47, ,55,0,1,0,1,1,1,1,2,1,0,0,1,1,0,1,0,77,5,0,0,0,0,2,0,2,2,0,7000,7000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.85995,-80.20809,579347.8401,2860413.008,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
970,Point M,2.00507E+12,2005,72397040,FHPE05OFF052934,F,6,87,9/16/2005,1100,5,100,NORTH MIAMI,N,SR 9A,135TH ST NW,2640,FT,N,87270000,11.295,7899,SR    9A,I    95,L,1,1,38,11/17/2004,5,11,1,1502,4,60,1, , ,10,0,0,22,258000,6.47,0D2400,55,0,3,0,1,1,1,1,1,3,0,0,2,1,0,1,0,6,77,1,0,0,0,2,0,2,2,0,1700,1700,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.90546,-80.20992,579133.7099,2865452.24,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
1013,Point M,2.00507E+12,2005,72569910,FHPE05OFF068822,F,6,87,12/4/2005,1720,7,100,MIAMI,Y,SR 9A,62ND ST NW,528,FT,S,87270000,6.118,2306,SR    9A,I    95,L,1,1,45,11/17/2004,5,11,1,1370,4,55,7, , ,10,0,0,24,194500,6.47,2D0000,55,0,4,0,1,4,1,1,1,3,0,0,4,1,0,1,0,1,2,1,0,1,0,2,0,2,2,0,8000,8000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.83081,-80.20575,579601.7603,2857187.522,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
1022,Point M,2.00507E+12,2005,72795440,FHPE05OFF065310,F,6,87,11/17/2005,830,4,166,MIAMI,Y,SR 9A,FLY OVER RAMP,0,FT, ,87270000,12.074,1851,SR    9A,I    95,L,X,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,258000,6.47, ,55,0,2,0,7,1,1,1,2,1,0,0,1,1,0,1,0,1,2,3,0,0,0,2,0,2,4,0,500,500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.91673,-80.21012,579106.8263,2866700.35,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
1029,Point M,2.00507E+12,2005,72388940,FHPE05OFF055010,F,6,87,9/27/2005,900,2,100,MIAMI,N,SR 9A,SR 91,1320,FT,S,87270000,12.129,9275,SR    9A,I    95,L,S,1,38,11/17/2004,5,11,1, ,4,36,1, , ,8,0,0,100,168000,6.47, ,55,0,2,0,1,1,2,1,1,1,0,0,2,1,0,1,0,77,5,1,0,0,0,2,0,2,2,0,1500,1500,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,25.91764,-80.21016,579101.5814,2866801.248,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
1040,Point M,2.00507E+12,2005,72795280,FHPE05OFF058948,F,6,87,10/15/2005,811,6,166,MIAMI,Y,SR 9A,151ST ST NW,1,FT,N,87270000,11.845,7822,SR    9A,I    95,L,1,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,258000,6.47, ,55,0,1,0,1,1,3,2,2,1,0,0,1,1,0,1,0,1,5,0,0,0,0,2,0,2,2,0,3500,3500,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.91341,-80.20994,579126.6248,2866332.5,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
1053,Point M,2.00509E+12,2005,86888020,FHPE05OFF070675,F,6,87,12/12/2005,1245,1,182,MIAMI BEACH,Y,SR 9A,135TH ST NW,1320,FT,N,87270000,11.073,2268,SR    9A,I    95,L,3,1,38,11/17/2004,5,11,1,1502,4,60,1, , ,10,0,0,22,258000,6.47,0D2400,55,0,2,0,1,1,1,1,1,1,0,0,2,1,0,1,0,1,2,1,0,0,0,3,0,3,3,0,7500,7500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,25.90225,-80.20992,579135.9952,2865096.577,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
1198,Point M,2.00507E+12,2005,72576170,FHPE05OFF062586,F,6,87,11/4/2005,815,5,166,MIAMI,Y,SR 9A,95TH ST NW,0.043,MI,S,87270000,8.378,2261,SR    9A,I    95,L,5,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,291000,6.47, ,55,0,2,0,1,1,1,1,2,1,0,0,1,1,0,1,0,1,2,1,0,0,0,2,0,2,2,0,2500,2500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.86329,-80.20818,579336.9116,2860783.154,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
1221,Point M,2.00507E+12,2005,72801630,FHPE05OFF044297,F,6,87,8/4/2005,2200,4,100,MIAMI GARDENS,N,SR 9A,SR 860,0.25,MI,N,87270000,14.65,2285,SR    9,I    95,L,S,1,39,11/17/2004,5,11,1, ,4,48,1, , ,8,0,0,26,177500,6.47,2D0000,55,0,5,1,1,4,1,2,1,3,0,0,4,1,0,1,0,77,2,0,2,0,1,3,0,3,4,0,15000,15000,0,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,25.94446,-80.1868,581423.2534,2869785.667,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
1241,Point M,2.00507E+12,2005,72801530,FHPE05OFF042878,F,6,87,7/29/2005,1500,5,100,MIAMI,N,SR 9A,79TH ST NW,1320,FT,N,87270000,7.533,2259,SR    9A,I    95,L,5,1,38,11/17/2004,5,11,1, ,4,55,7, , ,10,0,0,24,291000,6.47, ,55,0,2,0,1,1,1,1,2,3,0,0,2,1,0,1,0,1,2,1,0,0,0,2,0,2,2,0,6100,6000,100,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.85106,-80.20777,579385.4281,2859429.492,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
2063,Point M,2.0057E+12,2005,703900960,FHPE05OFF018752,F,6,87,4/4/2005,750,1,180,NORTH MIAMI,Y,SR 9A,125TH ST NW,150,FT,S,87270000,10.105,2862,SR    9A,I    95,L,4,1,38,11/17/2004,5,11,1,1502,4,60,1, , ,10,0,0,22,243000,6.47, ,55,0,3,0,1,1,1,1,1,1,0,0,4,1,0,1,0,1,2,1,0,0,0,2,0,2,2,0,9000,9000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.88826,-80.20909,579228.4272,2863548.03,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
2513,Point M,2.00571E+12,2005,705549620,FHPE05OFF016786,F,6,87,3/25/2005,1230,5,100,MIAMI,N,I 95,125TH ST NW,150,FT,N,87270000,10.196,7818,SR    9A,I    95,L,5,1,38,11/17/2004,5,11,1,1502,4,60,1, , ,10,0,0,22,243000,6.47, ,55,0,1,0,2,1,2,1,1,1,0,0,4,1,0,1,0,77,5,0,0,0,0,3,0,3,3,0,1501,1501,0,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,25.88957,-80.20915,579221.6352,2863693.734,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
